Case_User,Comment_Text,Emotion_Label,Sentiment_Score,Distortion_Indicator
chrishemsworth,"Hermoso, elegante, carismático y excelente actor, bendiciones te abracen Chris 🙏🙏🙏🙏🤗🤗🤗🤗🤗😍😍😍😍😍😍😍😍😍😍😍😍😍😍♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️",neutral,0.9562665303237736,0
chrishemsworth,God father fr,anger,0.7008518688380718,0
chrishemsworth,Hermoso ❤️,neutral,0.9116608588956296,0
markruffalo,"Getting to work with my brother @chrishemsworth is always a blast.

You can watch @crime101film exclusively in theaters starting tonight.",joy,0.9784104560967535,0
markruffalo,"I will never understand how people can be against something, then go ahead and support a company who is enabling what they are against? #boycottamazon #notechforice",anger,-0.9019799386151135,0
markruffalo,Hulk an Thor in suita,neutral,0.2108913348056376,0
markruffalo,free iran,neutral,0.016830384731292725,0
markruffalo,Great film ❤️,joy,0.9690881329588592,0
markruffalo,Please talk about #iran 🆘,fear,0.14396971836686134,0
crime101film,Crafted for excellence. #Crime101 is in Theaters and IMAX everywhere this Friday. Get tickets now.,fear,0.8920145633164793,0
crime101film,Thoroughly enjoyed the movie 🍿 want to see it again!!,joy,0.9881994659081101,0
crime101film,Bhsbsbsba,neutral,0.06640304625034332,0
crime101film,SO GOOD,joy,0.8793841954320669,0
crime101film,En noviembre MIXQUIC 😍❤️,neutral,0.9742717037443072,0
mrbeast,I can’t tell the difference,surprise,-0.44832489266991615,0
mrbeast,Hlep,neutral,0.22541793435811996,0
mrbeast,Hlep,neutral,0.22541793435811996,0
mrbeast,Hlep,neutral,0.22541793435811996,0
mrbeast,Hlep,neutral,0.22541793435811996,0
mrbeast,Hlep,neutral,0.22541793435811996,0
mrbeast,Hlep,neutral,0.22541793435811996,0
mrbeast,Hlep,neutral,0.22541793435811996,0
mrbeast,Hlep,neutral,0.22541793435811996,0
crime101film,Welcome to Driving 101 with Chris Hemsworth. #Crime101 has Special Sneak Previews today. In Theaters and IMAX everywhere this Friday. Get tickets now.,fear,0.7755737096304074,0
crime101film,Quase eu um dia foi por pouco kkk 😂😂😂😂😂,neutral,-0.05592045187950134,0
crime101film,My favorite movie character,joy,0.9577449117787182,0
crime101film,Jsnshsbsnsn,neutral,0.0007172077894210815,0
crime101film,Wow you're really handsome,surprise,0.9682746231555939,0
crime101film,In love 101❤️🔥❤️,neutral,0.9818073140922934,0
chrishemsworth,"Thank you NYC, next stop LA for the world premiere of @crime101film",joy,0.9727591265691444,0
chrishemsworth,Bom ator,neutral,0.15459635853767395,0
chrishemsworth,تيتيز 😍,neutral,0.8440129030495882,0
chrishemsworth,GOSTOSOOOOOOOOOOOOO,surprise,0.23123247921466827,0
chrishemsworth,Aura himself,neutral,0.016174692660570145,0
chrishemsworth,Very nice 🔥,joy,0.9697231934405863,0
chrishemsworth,Crazy,neutral,0.23862911760807037,0
fallontonight,@chrishemsworth filmed all of his Crime 101 driving scenes before showing the director a video of him crashing his dune buggy 🤣 #FallonTonight,fear,-0.08530029654502869,0
fallontonight,🔥🔥🔥😍😍😍😍 Chris❤️,neutral,0.9770162759814411,0
fallontonight,An important actor 👏👏,neutral,0.9571224697865546,0
fallontonight,Najsu,neutral,0.02183624356985092,0
fallontonight,Snna,neutral,0.15108062326908112,0
fallontonight,Snsns,neutral,0.051952019333839417,0
fallontonight,Banana,neutral,0.15235168114304543,0
fallontonight,Usjska😂,neutral,0.01394757628440857,0
fallontonight,I like you I think you're very sexy,joy,0.9618812813423574,0
chrishemsworth,"This year for the Big Game, Chris Hemsworth let his imagination run a little too wild.",neutral,0.45534590631723404,0
crime101film,"Watching #Crime101 for the plot. #Crime101 has Special Sneak Previews Monday, February 9. In Theaters and IMAX everywhere February 13. Get tickets now.",fear,0.24634357308968902,0
crime101film,This man is sexy,disgust,0.8679641298949718,0
crime101film,Gorgeous as ever sweetheart 💋🌹❤️‍🔥🫂💯,joy,0.9715144862420857,0
traxnyc,"@chrishemsworth is playing as jewelry thief Mike Davis in his new film so we showed him what’s going on here at TraxNYC. Crime 101 only in theaters February 13th. @crime101film 

#traxnyc #chrishemsworth #crime101 #gold",joy,0.1264592930674553,0
traxnyc,"Oh, because Chris Hemsworth is working with you I will not watch his trashy movie",disgust,-0.7072341404855251,0
traxnyc,So you tell people there is loss when you do a melt and then break down the crucible and reclaim it later? Dosent seem like a loss to me,neutral,-0.4748517982661724,0
traxnyc,That was a great movie,joy,0.9605075996369123,0
traxnyc,Only Jew i don’t hate,anger,-0.4391025975346565,0
traxnyc,Saw the movie and it was friggn awesome ❤️❤️❤️❤️❤️❤️❤️❤️,joy,0.9854377550072968,0
traxnyc,Crime 101 was 🔥🔥🔥🔥,fear,0.9143817164003849,0
traxnyc,Love the bzzzzz,joy,0.9495649253949523,0
traxnyc,Thor🔨,neutral,0.34093722701072693,0
traxnyc,You checked bis fkn pockets?!? 😂,surprise,-0.350102499127388,0
chrishemsworth,Epic family getaway to the slopes before the Crime 101 press tour ❄️🏂,joy,0.8883384771179408,0
chrishemsworth,Adottatemi,neutral,-0.021368488669395447,0
chrishemsworth,I love you thor😍,joy,0.9787770437542349,0
chrishemsworth,Hahaha I beat your bitches like a man me and my boys do it and we get turned on,neutral,0.4182916432619095,0
chrishemsworth,"Snowboarding with family and friends, epic 🫶",joy,0.972846238873899,0
chrishemsworth,👏 que linda familia.❤️❤️ Dios les bendiga,neutral,0.9612660850398242,0
chrishemsworth,"Come to Solden next year, we where in Meribel last year. Want a picture 🔥",neutral,0.7764580314978957,0
chrishemsworth,"Press tour Crime 101 . Don’t miss it! In cinemas Feb 13th @amazonmgmstudios @crime101film 

📸: @evanpaterakis",sadness,0.9222688637673855,0
chrishemsworth,👁️ Sehr Divine Beauty,joy,0.5300472266972065,0
chrishemsworth,@mary.moreira_yn1wk teu crush,sadness,0.06700702756643295,0
chrishemsworth,@jonthrifts the coat from the first image if you could,neutral,0.09937545657157898,0
amazonalexa,"PLEASE HELP SUPPORT MY NEW BUSINESS KASSILOO, NEW INNOVATION FOR SQUARE FAMILY TOILET SEATS.... LINK ON MY PAGE & FOLLOW @kassiloo",neutral,0.7830470688641071,0
amazonalexa,This is DAY 16 of asking for my account back You guys don’t know how to help they removed my account that I had a used 500 dollar gift card on didn’t deliver my order had me wait 2 weeks just to tell me that blocked access now your account specialist has no contact information and they are supposedly they only people that can help,neutral,-0.9323115963488817,0
chrishemsworth,"London, you’re so good to me ♥️. Thankful to spend time getting such an amazing film out there! Crime 101 in theaters Feb 13",joy,0.9844889959786087,0
chrishemsworth,My kids going nuts last week 🏂❄️🎿☃️ thanks for the clips @juzmac,anger,0.9577412137296051,0
chrishemsworth,"Thank you London for an amazing couple days of press and premiere for Crime 101 @amazonmgmstudios @crime101film @halleberry @markruffalo @monicabarbaro #barrykeoghan @bartfromraw

📸: @evanpaterakis",joy,0.9736989411758259,0
chrishemsworth,"A thief with a code. Chris Hemsworth stars in #Crime101, only in theaters February 13. Get tickets now.",fear,0.1352766463533044,0
therock,"The most surreal and humbling day of my career. 

My FIRST Golden Globe nomination! 🙏🏾🤎

THANK YOU @goldenglobes for this incredibly inspiring honor and acknowledgment of the story we told and souls we bared. 

What a privilege to be included with such an insane cadre of artists whose extraordinary performances all have raised the standard. 

Getting the opportunity to live in the skin of Mark Kerr was the most life changing and beautiful experience of my career - and my gratitude runs deep to Mark for trusting me with his story and ultimately, trusting me with his life. 

Celebrating my brother and our fearlessly empathetic director, the brilliant and hungry Benny Safdie @bowedtie - and I count my lucky stars to have the greatest scene partner of all time, Emily Blunt, whose RAW, heart wrenching, and lived in performance as Dawn Staples, moves us all to aching tears. 

Finally, I’m still in awe of the transformative, prosthetic make-up work of the great, Kazu Hiro @kazustudios and all of the Smashing Machine crew who truly became a family and left it all on the screen. 

This experience was life changing and unlocking. 

Thank you to ALL OF YOU for “ walking down this road with me” on this wild and unpredictable journey of life… 

and art. 

🤎🙏🏾",fear,0.9804121924098581,0
therock,Все у меня в ленте,neutral,-0.010497018694877625,0
a24,"Excited to share the official trailer for Benny Safdie’s THE SMASHING MACHINE, starring Dwayne Johnson and Academy Award nominee Emily Blunt. In theaters October 3rd.",joy,0.9722805990022607,0
a24,Support my channel.....ai videos,joy,0.5840359181165695,0
a24,Тут тоже есть,neutral,-0.02980682998895645,0
a24,Love it!,joy,0.9582075010985136,0
a24,russian  На мои члена написна 🍌🌊🌊 🇺🇸 melania  дай  назат,neutral,0.5412217201665044,0
a24,Pizza sale diablotin 🍕🍕🍕,joy,0.20927515160292387,0
harrystyles,I love Martin Parr.,joy,0.9546923125162721,0
harrystyles,ok!,surprise,0.5139266718178988,0
harrystyles,Sa ii dai mesaj lui @sussiii09,neutral,-0.015342030674219131,0
harrystyles,"We wanna dance with all our friends. 

KATTDO Listening Parties, February 2026.",joy,0.9145965198986232,0
harrystyles,Locations?,surprise,0.008473780006170273,0
harrystyles,Ohhh I did dance with y’all last night 😭😭😭🪩🪩🪩,neutral,0.733422689139843,0
harrystyles,"Can you add a concert in Taormina, Sicily,  please?",neutral,0.1742661464959383,0
chrishemsworth,"Incredibly fun, insightful, and hilarious conversation with @theovon. Had a blast mate talking about life, Aussie stories and Crime 101",joy,0.983078024815768,0
chrishemsworth,That a bullet 4 u boi,surprise,-0.6021804213523865,0
chrishemsworth,As insightful as a conversation with an indecisive child,fear,0.30327345058321953,0
chrishemsworth,U fkn with team peto is crazy work chris DISGUSTING,disgust,-0.8547797612845898,0
chrishemsworth,WILL NEVER SEE A THOR OR CHRIS HEMSWORTH MOVIE AGAIN 🎬 THATS HOW QUICK IDFW CHILD PREDATORS,neutral,-0.8772929226979613,0
chrishemsworth,IkyfL I WILL NEVER EVER SEE A MOVIE FROM U AGAIN AND I SUGGEST U FIRE UR P.R B4 THIS HAPPENS AGAIN AND F.....U...BTW,sadness,-0.945033862721175,0
chrishemsworth,Bobbbyy,neutral,0.5054503288120031,0
therock,"An unforgettable and nourishing night of blessings for the soul. Thank you @AmericanBlackFilmFestival for this incredible honor bestowed ~ The Icon Award. I was so awe inspired to feel the uplifting energy we all shared in this room. No competition, just the boundless love, and the limitless support of each other. As a Black and Samoan man, proudly representing my cultures, this was a beautiful night and I’m forever inspired by the artists, creatives, and human beings in this room 🤎🥂

Black excellence, Black greatness. 

#ABFFHonors 
#ABFF2026 
#IconAward 

📸 @yvettemariejones
📸: @redcarpetimages 
📸: @kelbpics 
📸 @flanneryunderwood",fear,0.9831482747104019,0
therock,Çok güzel olmuş 👏,neutral,0.7172464337199926,0
therock,Congrats! 😍💪🏆,neutral,0.9785529188811779,0
therock,I just watched your journey 2 movie. Bro make movies like ADVENTURE 💪💪💪✨✨✨✨,neutral,0.9689684556797147,0
therock,My rock rocked it🏆,joy,0.9727460937574506,0
therock,💪 Nice 👍,joy,0.962333460804075,0
harrystyles,I LOVE NYC. March 14.,joy,0.9812236470170319,0
harrystyles,Ilysm I’m so happy,joy,0.9799024555832148,0
harrystyles,now that’s what i’m talking about,surprise,0.16425323113799095,0
harrystyles,Thank u Harry,joy,0.9605181985534728,0
harrystyles,So first Conner now you 😍❤️🔥,neutral,0.9726188981439918,0
harrystyles,u so cool,joy,0.9468112830072641,0
taylorswift,"My favorite part about writing is that first spark of an idea. It can happen at any time, for any reason. The idea for the Opalite music video crash landed into my imagination when I was doing promo for The Life of a Showgirl. I was a guest on one of my favorite shows, @TheGrahamNortonShowOfficial. For those of you who aren’t familiar, it’s a UK late night show where Graham Norton (the insanely charismatic and lovable host) invites a random group of actors, entertainers, musicians, etc to be on his show and we all sit there and chat like it’s a dinner party. They even serve wine. Anyway. I remember thinking I got ridiculously lucky with the group I was paired with. Cillian Murphy, Domhnall Gleeson, Greta Lee, @JodieSmith, and @LewisCapaldi. All people whose work I’ve admired from afar. When we were all talking during the broadcast, Domhnall made a light hearted joke about wanting to be in one of my music videos. He’s Irish! He was joking! Except that in that moment during the interview, I was instantly struck with an *idea*. And so a week later he received an email script I’d written for the Opalite video, where he was playing the starring role. I had this thought that it would be wild if all of our fellow guests on the Graham Norton show that night, including Graham himself, could be a part of it too. Like a school group project but for adults and it isn’t mandatory. To my delight, everyone from the show made the effort to time travel back to the 90’s with us and help with this video. You might even recognize some friendly faces from The Eras Tour. I got to work with one of my favorite people in the world, @rpstam, again! I had more fun than I ever imagined - Made new friends, metaphors, and fashion choices. It was an absolute thrill to create this story and these characters. Shot on film. The Opalite video is out now on Spotify & Apple Music.",joy,0.9406830759253353,0
taylorswift,"And, baby, that’s show business for you. New album The Life of a Showgirl. Out October 3 ❤️‍🔥

Album Producers: Max Martin, Shellback and Taylor Swift
📸: Mert Alas & Marcus Piggott",joy,0.8756152967689559,0
taylorswift,"Just a few Opalite memories to celebrate the Hot 100 #1 you guys just got this song!! I can’t even sum up my excitement and I’m so blown away by the love you’ve shown this song and video. To put this into perspective… This is actually the first time I’ve had two Hot 100 #1s off of one album since my album 1989 came out in 2014, nearly twelve years ago! I know that’s a lot of numbers but it all adds up to me being so thankful to the fans who helped make this happen by welcoming this song into your lives with open arms. Seriously bouncing off the walls about this!! Just wanted to say THANK YOU, might go buy a giant pretzel at the mall to celebrate, iykyk 🥨🌵🪨",surprise,0.9851445541717112,0
disneyplus,Going back to where it all began. 🖤 The Hannah Montana 20th Anniversary Special premieres March 24 on Disney+. #MileysMemories,joy,0.8567975846817717,0
disneyplus,So excited to see hannah Motanna,joy,0.9826561962254345,0
disneyplus,Tem criança de colo chorando aqui,neutral,0.03814499080181122,0
disneyplus,Me muero muerto 😍,neutral,0.8766514728777111,0
disneyplus,❤️😭🥹 Excited,fear,0.9831723605748266,0
disneyplus,MI VIDA HERMOSA😍😍😍😍😍😍😍😍🥹🥹🥹🥹🥹😭😭,neutral,0.972378300037235,0
disneyplus,I’m beyond excited ☺️☺️,joy,0.9837998286820948,0
disneyplus,GIRL !!!!!!!! thank god,surprise,0.9783654883503914,0
mileycyrus,Going through the archives… so many memories 💖 xoMC,surprise,0.9481287822127342,0
mileycyrus,Miley good bless friend 🙏🏻🍀,neutral,0.9716201000846922,0
mileycyrus,"Lo que yo te amo, Miley 🥹😍🩷",neutral,0.7956018634140491,0
mileycyrus,Todavía soñando con ese closet😂💖💖💖,neutral,0.9484688593074679,0
mileycyrus,Esto es mucho con demasiado 😭❤️🥹,neutral,0.9406649237498641,0
mileycyrus,A mais mais 💖💖💖,neutral,0.9420069335028529,0
mileycyrus,Maybe it’s Maybelline…Maybe it’s Miley.,neutral,0.09804247319698334,0
mileycyrus,"(5) Additional Strong Defenses
- **Transformative use / fair use** (17 U.S.C. § 107) — Even if some similarity existed, ""Flowers"" is highly transformative: it comments on/critiques the original's regret by turning it into self-reliance. *Campbell v. Acuff-Rose Music, Inc.* (510 U.S. 569, 1994) protects parodies/responses. The market effect favors Cyrus—the publicity actually boosted streams of the Mars song.
- Precedent from similar weak claims — Ed Sheeran (""Thinking Out Loud"" vs. Marvin Gaye), Katy Perry (""Dark Horse""), Robin Thicke (""Blurred Lines"") cases show courts reject suits over common elements or vague similarities.
 Conclusion: Cyrus Is Legally Correct and Likely to Prevail
This is not a strong infringement case—it's a speculative suit by a rights investor hoping to extract a settlement from a blockbuster hit (over 1 billion streams, multiple Grammys). The similarities are superficial and confined to unprotectable ideas/tropes. Under Ninth Circuit law, substantial similarity fails both objectively and subjectively. The February 2026 summary judgment motion is well-grounded and positions Cyrus for dismissal without trial.
If the judge grants it (very plausible given the weaknesses exposed), the case ends decisively in her favor. Even if it proceeds, expert evidence and jury would likely find no infringement. U.S. law encourages creativity and response songs without monopolizing basic emotional/language tools in music. Cyrus has total legal right here—this is inspiration and cultural dialogue, not theft.",neutral,0.11229222640395164,0
mileycyrus,"(4) Key Unprotectable Elements (Why No Infringement)
- **Chord progressions and harmonic structures** → The claimed similarities (e.g., variations on i–iv–VII–III or common pop loops like Am–Dm–G–C) are stock elements used in thousands of songs. Ninth Circuit precedent in *Skidmore v. Led Zeppelin* (952 F.3d 1051, 2020) (""Stairway to Heaven"" case) held that common chord progressions and descending bass lines are not protectable due to lack of originality.
- **Lyrical tropes** → Themes of regret in relationships, buying flowers as apology, dancing/holding hands/talking—these are **scènes à faire** (""scenes that must be done"") in breakup ballads. No one can monopolize them (*Mattel, Inc. v. MGA Entm't, Inc.*, 616 F.3d 904 (9th Cir. 2010)). Cyrus flips them into empowerment (""I can buy myself flowers""), creating contrast, not copying.
- **Melodic fragments** → Any short pitch sequences or bass lines are generic or too brief to be protectable. Forensic musicology analyses (cited in defenses) show clear differences in melody contour, rhythm, phrasing, and overall structure.
- **Overall dissimilarity** → Different BPM (~73 vs. ~118), genres (piano ballad vs. disco-influenced pop), vocal delivery, production, and message. An ordinary reasonable listener hears two distinct songs. ...",neutral,-0.19396559707820415,0
mileycyrus,"(3) Deep Legal Analysis: Why Miley Cyrus Has a Strong (Likely Winning) Position Under U.S. Copyright Law
U.S. copyright law (Copyright Act of 1976, 17 U.S.C. §§ 101 et seq.) protects **original expression**, not ideas, facts, or common elements (17 U.S.C. § 102(b)). To win, Tempo must prove:
1. Ownership of a valid copyright → Yes, Tempo has partial ownership.
2. Access by Cyrus → Undisputed (massive hit song).
3. **Substantial similarity** between protectable elements → This is where the case collapses for Tempo.
Courts use a two-part test (Ninth Circuit: extrinsic/intrinsic, from cases like *Sid & Marty Krofft Television Prods., Inc. v. McDonald's Corp.*, 562 F.2d 1157 (9th Cir. 1977)):
- **Extrinsic (objective)**: Dissection by experts—do similarities exist in protectable expression?
- **Intrinsic (subjective)**: Would an ordinary listener think one was copied from the other? ...",neutral,0.28252144902944565,0
mileycyrus,"(2) - **Most recent development (February 24, 2026)**: Cyrus's legal team filed a **motion for summary judgment** (under Fed. R. Civ. P. 56), asking the court to dismiss the case without a full trial. Their core arguments:
 - No **substantial similarity** exists in the protectable elements of the two songs.
 - Any similarities involve **unprotectable ideas** or **commonplace tropes** in breakup songs (e.g., references to buying flowers, holding hands, dancing, talking for hours).
 - Lyrics like ""I should have bought you flowers"" (Mars) vs. ""I can buy myself flowers"" (Cyrus) are not owned by anyone—""No one owns these words.""
 - The songs are ""very different"" overall: different tempos, keys, arrangements, vocal styles, and themes (regret and pleading in Mars vs. self-empowerment and independence in Cyrus).
 - ""Flowers"" is a classic **""answer song""** or response track—a longstanding, protected form of musical dialogue—not an unauthorized derivative work. ...
This motion is pending; no ruling has been issued yet (as of February 25, 2026). If granted, it would end the case in Cyrus's favor without a jury trial. If denied, the matter could proceed toward discovery, expert testimony (e.g., musicologists), and potentially trial. ...",neutral,-0.23883519507944584,0
mileycyrus,"(1) The lawsuit against Miley Cyrus regarding her 2023 hit **""Flowers""** and alleged copyright infringement of Bruno Mars' 2013 song **""When I Was Your Man""** remains ongoing as of February 25, 2026, in the U.S. District Court for the Central District of California (case no. 2:24-cv-07910). The plaintiff is **Tempo Music Investments, LLC**, a music rights investment firm that acquired a partial co-ownership interest in ""When I Was Your Man"" from co-writer Philip Lawrence around 2020. Bruno Mars himself is not a plaintiff, and the case is driven by this financial entity rather than the original creators.
 Current Status (as of late February 2026)
- The case was filed in September 2024.
- In March 2025, Judge Dean D. Pregerson denied Cyrus and her co-defendants' (including co-writers Gregory Hein and Michael Pollack, plus publishers like Sony) initial motion to dismiss based on **lack of standing** by Tempo. The court ruled that a co-owner (or assignee like Tempo) can sue for infringement without joining other co-owners or obtaining their consent, consistent with 17 U.S.C. § 501(b) and Ninth Circuit precedent. This reinforced that partial rights holders retain enforcement power, which benefits the market for catalog sales.
- In November/December 2024, Cyrus filed another motion challenging standing on similar grounds, but it did not succeed in ending the case early. ...",neutral,-0.11263638734817505,0
mileycyrus,How are u  doing,neutral,0.2437436729669571,0
astartingpoint,"A Note from ASP’s Co-Founders:

It’s hard to believe that ASP turned five this year. As we reflect on all we’ve worked on since launching, we wanted to take a moment and say THANK YOU, from the bottom of our hearts, for being part of this community. Your support has humbled us. Your engagement has inspired us. And your feedback has made us better. None of this would have been possible without you. So here’s to the past five years—and to the many more ahead. We can’t wait to show you what we’re working on next. Stay tuned. —Chris, Mark, Joe

Take a stroll down memory lane with us. More at link in bio.",surprise,0.9509565562475473,0
astartingpoint,❤️hnjnnjj,neutral,0.7457514479756355,0
astartingpoint,Hes so down to earth guy ❤️❤️❤️❤️❤️❤️,neutral,0.969200826715678,0
astartingpoint,Please don't stop taking about iran 💔 😭 🆘 🆘,fear,-0.8821945507079363,0
astartingpoint,The Islamic Republic is killing the people of Iran.🆘 🆘 🆘 🆘 🆘 🆘 😭 😭 😭 😭 😭,anger,-0.9388432502746582,0
astartingpoint,The Islamic Republic is killing the people of Iran.🆘 🆘 🆘 🆘 🆘 🆘 🆘 🆘 😭 😭 😭 😭 😭 😭,anger,-0.9323257729411125,0
astartingpoint,"Hi s ir🔥🔥🔥 i am you sarvesh from india iam your biggest fan of you sir i sawn all of your movies❤️❤️sir i like it very much we call you as cris as sweetly  iam waiting for you to come back as cap in doom 🔥🔥🔥😍😍😍 lets rock  Please like my comment sir Thank you  my boss the chris,= cap= steve forever",joy,0.9753839632030576,0
thinkjinx,"Coming up on 10 years with this guy and counting. Cheers to many, many more. @thinkjinx",joy,0.9804758662357926,0
thinkjinx,Baby love 🔥🔥🔥,neutral,0.9513609646819532,0
thinkjinx,I love you 😘 much,joy,0.972582261543721,0
thinkjinx,So cute 😍,joy,0.9717764277011156,0
thinkjinx,"I’m officially dropping my VIP Fans Card 💳✨
Only real supporters will have access to special benefits!",neutral,0.9062858116813004,0
thinkjinx,I  love Dodger is Amazing dog and U Sir are THE BEST STAR 💫👑💯and i Tespect u lot succes and u career and lot of love tu u and u 👸Good night!😍,joy,0.984944196883589,0
thinkjinx,🙏🏾🙏 salam dari Indonesia 🙏🏻🙏🏽,neutral,0.8594903545454144,0
thinkjinx,"@chrisevans and Dodger trust Jinx for a reason – it’s all about premium nutrition with high-quality proteins and ingredients, and no fillers 🐾

Plus, with every Jinx purchase at Walmart this August and September, 5% goes to the USO to support programs that strengthen the well-being of U.S. service members and their families, including the USO Canine Program.",joy,0.897888295352459,0
thinkjinx,AnnettCreatorVIP🫦💋🎀,neutral,0.8309363150037825,0
thinkjinx,"Vingadores,avante",neutral,0.08001668378710747,0
thinkjinx,Lucky pup 🐶,joy,0.9469913309440017,0
thinkjinx,"Dear animal lovers, please help us give voice to a cowardly case that happened in Brazil. An elderly dog ​​cared for by the community on a beach in Santa Catarina, an elderly and very loving dog named Orelha, was brutally attacked in January by six wealthy young men. He was tortured and ended up losing his life. He lived with his mother, Pretinha, who sadly also passed away. We are fighting for justice and need help so that this cowardice does not go unpunished, because justice is not being done. The young men are very rich and are being protected because of it. Please help share the story of Orelha the dog 😢💔🐾 #justicefororelha🖤🐾",fear,-0.5685110352933407,0
thinkjinx,Best actor...Captain américa 🇧🇷🇺🇲⚡😎🌍❤️É nós Go Go Go ✌️🙅,joy,0.9684335603378713,0
humantiproject,"🚨 RAFAH HAS BEEN ETHNICALLY CLEANSED AND FLATTENED 🚨

Despite calls from governments globally that Rafah was a red line, Israel ethnically cleansed the city and flattened it, showing that despite global condemnation, Israel continues to operate under total impunity.

TAKE ACTION

* This post includes a free email template — send it to your elected official today - click the link in @humantiproject’s bio, or visit Humanti.org
* You can also use the template as a call guide. Find your MP’s, representative’s or elected official’s number online and speak to them directly.

Sources on Slide 10",neutral,0.013641901314258575,0
humantiproject,#sosiran,neutral,0.000986434519290924,0
humantiproject,When the Muslim lost their purpose of Islam Allah will replace them just like He did in Iraq during the time of Mongols aggression.,neutral,-0.727620086632669,0
humantiproject,You say Jews have no right to be there then protest immigrants welcome 😂. As for genocide the population of Gaza  says otherwise,anger,-0.8049561763182282,0
